title,section_citation,section_heading,chapter,title_name,regulated_population,mandate_type,section_primary_mandate_type,queries_matched,granule_id,package_id,source_url,uscode_house_url,local_file,retrieved,verified,names_fasb_or_asc
22,22 U.S.C. § 3751,§3751. Payments to Republic of Panama,CHAPTER 51-PANAMA CANAL,TITLE 22-FOREIGN RELATIONS AND INTERCOURSE,CHAPTER 51-PANAMA CANAL,permissive,permissive,primary-generally-accepted-accounting-principles,USCODE-2024-title22-chap51-subchapI-part3-subpartv-sec3751,USCODE-2024-title22,https://api.govinfo.gov/packages/USCODE-2024-title22/granules/USCODE-2024-title22-chap51-subchapI-part3-subpartv-sec3751/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title22-chap51-subchapI-part3-subpartv-sec3751,downloads/raw/govinfo-fulltext/USCODE-2024-title22-chap51-subchapI-part3-subpartv-sec3751.htm,2026-09-11,,false
22,22 U.S.C. § 2421,§2421. Trade and Development Agency,CHAPTER 32-FOREIGN ASSISTANCE,TITLE 22-FOREIGN RELATIONS AND INTERCOURSE,CHAPTER 32-FOREIGN ASSISTANCE,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title22-chap32-subchapIII-partIII-sec2421,USCODE-2024-title22,https://api.govinfo.gov/packages/USCODE-2024-title22/granules/USCODE-2024-title22-chap32-subchapIII-partIII-sec2421/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title22-chap32-subchapIII-partIII-sec2421,downloads/raw/govinfo-fulltext/USCODE-2024-title22-chap32-subchapIII-partIII-sec2421.htm,2026-09-11,,false
20,20 U.S.C. § 7713,§7713. Definitions,CHAPTER 70-STRENGTHENING AND IMPROVEMENT OF ELEMENTARY AND SECONDARY SCHOOLS,TITLE 20-EDUCATION,CHAPTER 70-STRENGTHENING AND IMPROVEMENT OF ELEMENTARY AND SECONDARY SCHOOLS,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title20-chap70-subchapVII-sec7713,USCODE-2024-title20,https://api.govinfo.gov/packages/USCODE-2024-title20/granules/USCODE-2024-title20-chap70-subchapVII-sec7713/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title20-chap70-subchapVII-sec7713,downloads/raw/govinfo-fulltext/USCODE-2024-title20-chap70-subchapVII-sec7713.htm,2026-09-11,,false
20,20 U.S.C. § 7221c,§7221c. Facilities financing assistance,CHAPTER 70-STRENGTHENING AND IMPROVEMENT OF ELEMENTARY AND SECONDARY SCHOOLS,TITLE 20-EDUCATION,CHAPTER 70-STRENGTHENING AND IMPROVEMENT OF ELEMENTARY AND SECONDARY SCHOOLS,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title20-chap70-subchapIV-partC-sec7221c,USCODE-2024-title20,https://api.govinfo.gov/packages/USCODE-2024-title20/granules/USCODE-2024-title20-chap70-subchapIV-partC-sec7221c/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title20-chap70-subchapIV-partC-sec7221c,downloads/raw/govinfo-fulltext/USCODE-2024-title20-chap70-subchapIV-partC-sec7221c.htm,2026-09-11,,false
20,20 U.S.C. § 7221b,§7221b. Grants to support high-quality charter schools,CHAPTER 70-STRENGTHENING AND IMPROVEMENT OF ELEMENTARY AND SECONDARY SCHOOLS,TITLE 20-EDUCATION,CHAPTER 70-STRENGTHENING AND IMPROVEMENT OF ELEMENTARY AND SECONDARY SCHOOLS,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title20-chap70-subchapIV-partC-sec7221b,USCODE-2024-title20,https://api.govinfo.gov/packages/USCODE-2024-title20/granules/USCODE-2024-title20-chap70-subchapIV-partC-sec7221b/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title20-chap70-subchapIV-partC-sec7221b,downloads/raw/govinfo-fulltext/USCODE-2024-title20-chap70-subchapIV-partC-sec7221b.htm,2026-09-11,,false
20,20 U.S.C. § 1099c,§1099c. Eligibility and certification procedures,CHAPTER 28-HIGHER EDUCATION RESOURCES AND STUDENT ASSISTANCE,TITLE 20-EDUCATION,CHAPTER 28-HIGHER EDUCATION RESOURCES AND STUDENT ASSISTANCE,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title20-chap28-subchapIV-partH-subpart3-sec1099c,USCODE-2024-title20,https://api.govinfo.gov/packages/USCODE-2024-title20/granules/USCODE-2024-title20-chap28-subchapIV-partH-subpart3-sec1099c/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title20-chap28-subchapIV-partH-subpart3-sec1099c,downloads/raw/govinfo-fulltext/USCODE-2024-title20-chap28-subchapIV-partH-subpart3-sec1099c.htm,2026-09-11,,false
20,20 U.S.C. § 1094,§1094. Program participation agreements,CHAPTER 28-HIGHER EDUCATION RESOURCES AND STUDENT ASSISTANCE,TITLE 20-EDUCATION,CHAPTER 28-HIGHER EDUCATION RESOURCES AND STUDENT ASSISTANCE,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title20-chap28-subchapIV-partG-sec1094,USCODE-2024-title20,https://api.govinfo.gov/packages/USCODE-2024-title20/granules/USCODE-2024-title20-chap28-subchapIV-partG-sec1094/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title20-chap28-subchapIV-partG-sec1094,downloads/raw/govinfo-fulltext/USCODE-2024-title20-chap28-subchapIV-partG-sec1094.htm,2026-09-11,,false
17,17 U.S.C. § 115,§115. Scope of exclusive rights in nondramatic musical works: Compulsory license for making and distributing phonorecords,CHAPTER 1-SUBJECT MATTER AND SCOPE OF COPYRIGHT,TITLE 17-COPYRIGHTS,CHAPTER 1-SUBJECT MATTER AND SCOPE OF COPYRIGHT,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title17-chap1-sec115,USCODE-2024-title17,https://api.govinfo.gov/packages/USCODE-2024-title17/granules/USCODE-2024-title17-chap1-sec115/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title17-chap1-sec115,downloads/raw/govinfo-fulltext/USCODE-2024-title17-chap1-sec115.htm,2026-09-11,,false
16,16 U.S.C. § 669h,§669h. Requirements and restrictions concerning use of amounts for expenses for administration,CHAPTER 5B-WILDLIFE RESTORATION,TITLE 16-CONSERVATION,CHAPTER 5B-WILDLIFE RESTORATION,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title16-chap5B-sec669h,USCODE-2024-title16,https://api.govinfo.gov/packages/USCODE-2024-title16/granules/USCODE-2024-title16-chap5B-sec669h/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title16-chap5B-sec669h,downloads/raw/govinfo-fulltext/USCODE-2024-title16-chap5B-sec669h.htm,2026-09-11,,false
16,16 U.S.C. § 777h,§777h. Requirements and restrictions concerning use of amounts for expenses for administration,CHAPTER 10B-FISH RESTORATION AND MANAGEMENT PROJECTS,TITLE 16-CONSERVATION,CHAPTER 10B-FISH RESTORATION AND MANAGEMENT PROJECTS,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title16-chap10B-sec777h,USCODE-2024-title16,https://api.govinfo.gov/packages/USCODE-2024-title16/granules/USCODE-2024-title16-chap10B-sec777h/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title16-chap10B-sec777h,downloads/raw/govinfo-fulltext/USCODE-2024-title16-chap10B-sec777h.htm,2026-09-11,,false
15,15 U.S.C. § 7265,§7265. Disclosure of audit committee financial expert,CHAPTER 98-PUBLIC COMPANY ACCOUNTING REFORM AND CORPORATE RESPONSIBILITY,TITLE 15-COMMERCE AND TRADE,CHAPTER 98-PUBLIC COMPANY ACCOUNTING REFORM AND CORPORATE RESPONSIBILITY,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title15-chap98-subchapIV-sec7265,USCODE-2024-title15,https://api.govinfo.gov/packages/USCODE-2024-title15/granules/USCODE-2024-title15-chap98-subchapIV-sec7265/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title15-chap98-subchapIV-sec7265,downloads/raw/govinfo-fulltext/USCODE-2024-title15-chap98-subchapIV-sec7265.htm,2026-09-11,,false
15,15 U.S.C. § 7261,§7261. Disclosures in periodic reports,CHAPTER 98-PUBLIC COMPANY ACCOUNTING REFORM AND CORPORATE RESPONSIBILITY,TITLE 15-COMMERCE AND TRADE,CHAPTER 98-PUBLIC COMPANY ACCOUNTING REFORM AND CORPORATE RESPONSIBILITY,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title15-chap98-subchapIV-sec7261,USCODE-2024-title15,https://api.govinfo.gov/packages/USCODE-2024-title15/granules/USCODE-2024-title15-chap98-subchapIV-sec7261/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title15-chap98-subchapIV-sec7261,downloads/raw/govinfo-fulltext/USCODE-2024-title15-chap98-subchapIV-sec7261.htm,2026-09-11,,false
15,15 U.S.C. § 7261,§7261. Disclosures in periodic reports,CHAPTER 98-PUBLIC COMPANY ACCOUNTING REFORM AND CORPORATE RESPONSIBILITY,TITLE 15-COMMERCE AND TRADE,CHAPTER 98-PUBLIC COMPANY ACCOUNTING REFORM AND CORPORATE RESPONSIBILITY,other,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title15-chap98-subchapIV-sec7261,USCODE-2024-title15,https://api.govinfo.gov/packages/USCODE-2024-title15/granules/USCODE-2024-title15-chap98-subchapIV-sec7261/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title15-chap98-subchapIV-sec7261,downloads/raw/govinfo-fulltext/USCODE-2024-title15-chap98-subchapIV-sec7261.htm,2026-09-11,,false
15,15 U.S.C. § 7261,§7261. Disclosures in periodic reports,CHAPTER 98-PUBLIC COMPANY ACCOUNTING REFORM AND CORPORATE RESPONSIBILITY,TITLE 15-COMMERCE AND TRADE,CHAPTER 98-PUBLIC COMPANY ACCOUNTING REFORM AND CORPORATE RESPONSIBILITY,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title15-chap98-subchapIV-sec7261,USCODE-2024-title15,https://api.govinfo.gov/packages/USCODE-2024-title15/granules/USCODE-2024-title15-chap98-subchapIV-sec7261/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title15-chap98-subchapIV-sec7261,downloads/raw/govinfo-fulltext/USCODE-2024-title15-chap98-subchapIV-sec7261.htm,2026-09-11,,false
15,15 U.S.C. § 7213,"§7213. Auditing, quality control, and independence standards and rules",CHAPTER 98-PUBLIC COMPANY ACCOUNTING REFORM AND CORPORATE RESPONSIBILITY,TITLE 15-COMMERCE AND TRADE,CHAPTER 98-PUBLIC COMPANY ACCOUNTING REFORM AND CORPORATE RESPONSIBILITY,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title15-chap98-subchapI-sec7213,USCODE-2024-title15,https://api.govinfo.gov/packages/USCODE-2024-title15/granules/USCODE-2024-title15-chap98-subchapI-sec7213/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title15-chap98-subchapI-sec7213,downloads/raw/govinfo-fulltext/USCODE-2024-title15-chap98-subchapI-sec7213.htm,2026-09-11,,false
15,15 U.S.C. § 3710,§3710. Utilization of Federal technology,CHAPTER 63-TECHNOLOGY INNOVATION,TITLE 15-COMMERCE AND TRADE,CHAPTER 63-TECHNOLOGY INNOVATION,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title15-chap63-sec3710,USCODE-2024-title15,https://api.govinfo.gov/packages/USCODE-2024-title15/granules/USCODE-2024-title15-chap63-sec3710/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title15-chap63-sec3710,downloads/raw/govinfo-fulltext/USCODE-2024-title15-chap63-sec3710.htm,2026-09-11,,false
15,15 U.S.C. § 3704b,§3704b. National Technical Information Service,CHAPTER 63-TECHNOLOGY INNOVATION,TITLE 15-COMMERCE AND TRADE,CHAPTER 63-TECHNOLOGY INNOVATION,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title15-chap63-sec3704b,USCODE-2024-title15,https://api.govinfo.gov/packages/USCODE-2024-title15/granules/USCODE-2024-title15-chap63-sec3704b/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title15-chap63-sec3704b,downloads/raw/govinfo-fulltext/USCODE-2024-title15-chap63-sec3704b.htm,2026-09-11,,false
15,15 U.S.C. § 78u-5,§78u–5. Application of safe harbor for forward-looking statements,CHAPTER 2B-SECURITIES EXCHANGES,TITLE 15-COMMERCE AND TRADE,CHAPTER 2B-SECURITIES EXCHANGES,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title15-chap2B-sec78u-5,USCODE-2024-title15,https://api.govinfo.gov/packages/USCODE-2024-title15/granules/USCODE-2024-title15-chap2B-sec78u-5/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title15-chap2B-sec78u-5,downloads/raw/govinfo-fulltext/USCODE-2024-title15-chap2B-sec78u-5.htm,2026-09-11,,false
15,15 U.S.C. § 78m,§78m. Periodical and other reports,CHAPTER 2B-SECURITIES EXCHANGES,TITLE 15-COMMERCE AND TRADE,CHAPTER 2B-SECURITIES EXCHANGES,other,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title15-chap2B-sec78m,USCODE-2024-title15,https://api.govinfo.gov/packages/USCODE-2024-title15/granules/USCODE-2024-title15-chap2B-sec78m/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title15-chap2B-sec78m,downloads/raw/govinfo-fulltext/USCODE-2024-title15-chap2B-sec78m.htm,2026-09-11,,false
15,15 U.S.C. § 78m,§78m. Periodical and other reports,CHAPTER 2B-SECURITIES EXCHANGES,TITLE 15-COMMERCE AND TRADE,CHAPTER 2B-SECURITIES EXCHANGES,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title15-chap2B-sec78m,USCODE-2024-title15,https://api.govinfo.gov/packages/USCODE-2024-title15/granules/USCODE-2024-title15-chap2B-sec78m/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title15-chap2B-sec78m,downloads/raw/govinfo-fulltext/USCODE-2024-title15-chap2B-sec78m.htm,2026-09-11,,false
15,15 U.S.C. § 78j-1,§78j–1. Audit requirements,CHAPTER 2B-SECURITIES EXCHANGES,TITLE 15-COMMERCE AND TRADE,CHAPTER 2B-SECURITIES EXCHANGES,other,other,primary-generally-accepted-accounting-principles,USCODE-2024-title15-chap2B-sec78j-1,USCODE-2024-title15,https://api.govinfo.gov/packages/USCODE-2024-title15/granules/USCODE-2024-title15-chap2B-sec78j-1/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title15-chap2B-sec78j-1,downloads/raw/govinfo-fulltext/USCODE-2024-title15-chap2B-sec78j-1.htm,2026-09-11,,false
15,15 U.S.C. § 77z-2,§77z–2. Application of safe harbor for forward-looking statements,CHAPTER 2A-SECURITIES AND TRUST INDENTURES,TITLE 15-COMMERCE AND TRADE,CHAPTER 2A-SECURITIES AND TRUST INDENTURES,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title15-chap2A-subchapI-sec77z-2,USCODE-2024-title15,https://api.govinfo.gov/packages/USCODE-2024-title15/granules/USCODE-2024-title15-chap2A-subchapI-sec77z-2/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title15-chap2A-subchapI-sec77z-2,downloads/raw/govinfo-fulltext/USCODE-2024-title15-chap2A-subchapI-sec77z-2.htm,2026-09-11,,false
15,15 U.S.C. § 77s,§77s. Special powers of Commission,CHAPTER 2A-SECURITIES AND TRUST INDENTURES,TITLE 15-COMMERCE AND TRADE,CHAPTER 2A-SECURITIES AND TRUST INDENTURES,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title15-chap2A-subchapI-sec77s,USCODE-2024-title15,https://api.govinfo.gov/packages/USCODE-2024-title15/granules/USCODE-2024-title15-chap2A-subchapI-sec77s/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title15-chap2A-subchapI-sec77s,downloads/raw/govinfo-fulltext/USCODE-2024-title15-chap2A-subchapI-sec77s.htm,2026-09-11,,false
15,15 U.S.C. § 77s,§77s. Special powers of Commission,CHAPTER 2A-SECURITIES AND TRUST INDENTURES,TITLE 15-COMMERCE AND TRADE,CHAPTER 2A-SECURITIES AND TRUST INDENTURES,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title15-chap2A-subchapI-sec77s,USCODE-2024-title15,https://api.govinfo.gov/packages/USCODE-2024-title15/granules/USCODE-2024-title15-chap2A-subchapI-sec77s/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title15-chap2A-subchapI-sec77s,downloads/raw/govinfo-fulltext/USCODE-2024-title15-chap2A-subchapI-sec77s.htm,2026-09-11,,false
15,15 U.S.C. § 77d,§77d. Exempted transactions,CHAPTER 2A-SECURITIES AND TRUST INDENTURES,TITLE 15-COMMERCE AND TRADE,CHAPTER 2A-SECURITIES AND TRUST INDENTURES,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title15-chap2A-subchapI-sec77d,USCODE-2024-title15,https://api.govinfo.gov/packages/USCODE-2024-title15/granules/USCODE-2024-title15-chap2A-subchapI-sec77d/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title15-chap2A-subchapI-sec77d,downloads/raw/govinfo-fulltext/USCODE-2024-title15-chap2A-subchapI-sec77d.htm,2026-09-11,,false
15,15 U.S.C. § 9051,§9051. Temporary relief from troubled debt restructurings,CHAPTER 116-CORONAVIRUS ECONOMIC STABILIZATION (CARES ACT),TITLE 15-COMMERCE AND TRADE,CHAPTER 116-CORONAVIRUS ECONOMIC STABILIZATION (CARES ACT),permissive,permissive,primary-generally-accepted-accounting-principles,USCODE-2024-title15-chap116-subchapIII-partA-sec9051,USCODE-2024-title15,https://api.govinfo.gov/packages/USCODE-2024-title15/granules/USCODE-2024-title15-chap116-subchapIII-partA-sec9051/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title15-chap116-subchapIII-partA-sec9051,downloads/raw/govinfo-fulltext/USCODE-2024-title15-chap116-subchapIII-partA-sec9051.htm,2026-09-11,,false
12,12 U.S.C. § 5371,§5371. Leverage and risk-based capital requirements,CHAPTER 53-WALL STREET REFORM AND CONSUMER PROTECTION,TITLE 12-BANKS AND BANKING,CHAPTER 53-WALL STREET REFORM AND CONSUMER PROTECTION,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap53-subchapI-partC-sec5371,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap53-subchapI-partC-sec5371/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap53-subchapI-partC-sec5371,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap53-subchapI-partC-sec5371.htm,2026-09-11,,false
12,12 U.S.C. § 5226,§5226. Oversight and audits,CHAPTER 52-EMERGENCY ECONOMIC STABILIZATION,TITLE 12-BANKS AND BANKING,CHAPTER 52-EMERGENCY ECONOMIC STABILIZATION,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap52-subchapI-sec5226,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap52-subchapI-sec5226/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap52-subchapI-sec5226,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap52-subchapI-sec5226.htm,2026-09-11,,false
12,12 U.S.C. § 4613,§4613. Critical capital levels,CHAPTER 46-GOVERNMENT SPONSORED ENTERPRISES,TITLE 12-BANKS AND BANKING,CHAPTER 46-GOVERNMENT SPONSORED ENTERPRISES,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap46-subchapII-sec4613,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap46-subchapII-sec4613/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap46-subchapII-sec4613,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap46-subchapII-sec4613.htm,2026-09-11,,false
12,12 U.S.C. § 4612,§4612. Minimum capital levels,CHAPTER 46-GOVERNMENT SPONSORED ENTERPRISES,TITLE 12-BANKS AND BANKING,CHAPTER 46-GOVERNMENT SPONSORED ENTERPRISES,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap46-subchapII-sec4612,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap46-subchapII-sec4612/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap46-subchapII-sec4612,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap46-subchapII-sec4612.htm,2026-09-11,,false
12,12 U.S.C. § 4516,§4516. Funding,CHAPTER 46-GOVERNMENT SPONSORED ENTERPRISES,TITLE 12-BANKS AND BANKING,CHAPTER 46-GOVERNMENT SPONSORED ENTERPRISES,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap46-subchapI-partA-sec4516,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap46-subchapI-partA-sec4516/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap46-subchapI-partA-sec4516,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap46-subchapI-partA-sec4516.htm,2026-09-11,,false
12,12 U.S.C. § 4502,§4502. Definitions,CHAPTER 46-GOVERNMENT SPONSORED ENTERPRISES,TITLE 12-BANKS AND BANKING,CHAPTER 46-GOVERNMENT SPONSORED ENTERPRISES,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap46-sec4502,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap46-sec4502/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap46-sec4502,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap46-sec4502.htm,2026-09-11,,false
12,12 U.S.C. § 3101,§3101. Definitions,CHAPTER 32-FOREIGN BANK PARTICIPATION IN DOMESTIC MARKETS,TITLE 12-BANKS AND BANKING,CHAPTER 32-FOREIGN BANK PARTICIPATION IN DOMESTIC MARKETS,binding,binding,primary-generally-accepted-accounting-principles;variant-generally-accepted-accounting-principles-in-the-united-states,USCODE-2024-title12-chap32-sec3101,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap32-sec3101/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap32-sec3101,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap32-sec3101.htm,2026-09-11,,false
12,12 U.S.C. § 3051,§3051. Nonprofit corporation,CHAPTER 31-NATIONAL CONSUMER COOPERATIVE BANK,TITLE 12-BANKS AND BANKING,CHAPTER 31-NATIONAL CONSUMER COOPERATIVE BANK,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap31-subchapII-sec3051,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap31-subchapII-sec3051/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap31-subchapII-sec3051,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap31-subchapII-sec3051.htm,2026-09-11,,false
12,12 U.S.C. § 3015,§3015. Eligibility of cooperatives,CHAPTER 31-NATIONAL CONSUMER COOPERATIVE BANK,TITLE 12-BANKS AND BANKING,CHAPTER 31-NATIONAL CONSUMER COOPERATIVE BANK,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap31-subchapI-sec3015,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap31-subchapI-sec3015/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap31-subchapI-sec3015,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap31-subchapI-sec3015.htm,2026-09-11,,false
12,12 U.S.C. § 2279bb-2,§2279bb–2. Minimum capital level,CHAPTER 23-FARM CREDIT SYSTEM,TITLE 12-BANKS AND BANKING,CHAPTER 23-FARM CREDIT SYSTEM,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap23-subchapVIII-partB-sec2279bb-2,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap23-subchapVIII-partB-sec2279bb-2/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap23-subchapVIII-partB-sec2279bb-2,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap23-subchapVIII-partB-sec2279bb-2.htm,2026-09-11,,false
12,12 U.S.C. § 2279bb,§2279bb. Definitions,CHAPTER 23-FARM CREDIT SYSTEM,TITLE 12-BANKS AND BANKING,CHAPTER 23-FARM CREDIT SYSTEM,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap23-subchapVIII-partB-sec2279bb,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap23-subchapVIII-partB-sec2279bb/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap23-subchapVIII-partB-sec2279bb,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap23-subchapVIII-partB-sec2279bb.htm,2026-09-11,,false
12,12 U.S.C. § 2279bb,§2279bb. Definitions,CHAPTER 23-FARM CREDIT SYSTEM,TITLE 12-BANKS AND BANKING,CHAPTER 23-FARM CREDIT SYSTEM,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap23-subchapVIII-partB-sec2279bb,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap23-subchapVIII-partB-sec2279bb/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap23-subchapVIII-partB-sec2279bb,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap23-subchapVIII-partB-sec2279bb.htm,2026-09-11,,false
12,12 U.S.C. § 2279aa-11,"§2279aa–11. Supervision, examination, and report of condition",CHAPTER 23-FARM CREDIT SYSTEM,TITLE 12-BANKS AND BANKING,CHAPTER 23-FARM CREDIT SYSTEM,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap23-subchapVIII-partA-sec2279aa-11,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap23-subchapVIII-partA-sec2279aa-11/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap23-subchapVIII-partA-sec2279aa-11,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap23-subchapVIII-partA-sec2279aa-11.htm,2026-09-11,,false
12,12 U.S.C. § 2254,§2254. Examinations,CHAPTER 23-FARM CREDIT SYSTEM,TITLE 12-BANKS AND BANKING,CHAPTER 23-FARM CREDIT SYSTEM,binding,binding,primary-generally-accepted-accounting-principles,USCODE-2024-title12-chap23-subchapV-partB-sec2254,USCODE-2024-title12,https://api.govinfo.gov/packages/USCODE-2024-title12/granules/USCODE-2024-title12-chap23-subchapV-partB-sec2254/htm,https://uscode.house.gov/view.xhtml?req=granuleid:USCODE-2024-title12-chap23-subchapV-partB-sec2254,downloads/raw/govinfo-fulltext/USCODE-2024-title12-chap23-subchapV-partB-sec2254.htm,2026-09-11,,false
